15.38203756895384_100.1636399994293_120_2013-09_5_Tree;lakeside, lakeshore;0.22185300000000002;worm fence, snake fence, snake-rail fence, Virginia fence;0.110338;swing;0.0501105;golf ball;0.021522799999999998;golfcart, golf cart;0.0179608
15.38207965704545_100.1512157151918_180_2013-07_8_Tree;lakeside, lakeshore;0.211036;valley, vale;0.152368;promontory, headland, head, foreland;0.0349481;worm fence, snake fence, snake-rail fence, Virginia fence;0.028327800000000004;radio telescope, radio reflector;0.0248867
15.37803305245586_100.1695462175645_0_2013-09_12_Pedestrian;lakeside, lakeshore;0.172551;valley, vale;0.030603700000000005;mountain bike, all-terrain bike, off-roader;0.0295754;black stork, Ciconia nigra;0.025024099999999997;brown bear, bruin, Ursus arctos;0.024580900000000003
15.37814466476857_100.162777803804_60_2013-09_6_SignSymbol;lakeside, lakeshore;0.278344;worm fence, snake fence, snake-rail fence, Virginia fence;0.062039699999999996;mountain bike, all-terrain bike, off-roader;0.031035400000000005;valley, vale;0.023418900000000003;mobile home, manufactured home;0.0196226
15.38207965704545_100.1512157151918_300_2013-07_6_Tree;lakeside, lakeshore;0.214666;valley, vale;0.0631077;worm fence, snake fence, snake-rail fence, Virginia fence;0.0446251;rapeseed;0.028636500000000002;mobile home, manufactured home;0.0193585
15.38989981633274_100.1625801738505_300_2013-09_6_Tree;lakeside, lakeshore;0.15699100000000002;worm fence, snake fence, snake-rail fence, Virginia fence;0.08826469999999999;seashore, coast, seacoast, sea-coast;0.039620800000000005;stone wall;0.037413300000000003;valley, vale;0.0364478
15.39870636769855_100.1598328028387_60_2013-09_5_Tree;lakeside, lakeshore;0.152936;worm fence, snake fence, snake-rail fence, Virginia fence;0.0454365;seashore, coast, seacoast, sea-coast;0.036955800000000004;valley, vale;0.0265322;sandbar, sand bar;0.0198185
15.38084916780254_100.1637878937341_0_2013-09_7_SignSymbol;lakeside, lakeshore;0.184248;worm fence, snake fence, snake-rail fence, Virginia fence;0.13835699999999998;mountain bike, all-terrain bike, off-roader;0.039800999999999996;mobile home, manufactured home;0.036895;unicycle, monocycle;0.0340735
15.38789818775158_100.1492399294562_180_2013-07_7_SignSymbol;lakeside, lakeshore;0.45796800000000004;seashore, coast, seacoast, sea-coast;0.19979;worm fence, snake fence, snake-rail fence, Virginia fence;0.0236763;promontory, headland, head, foreland;0.018180500000000002;oxcart;0.0177225
15.37814466476857_100.162777803804_180_2013-09_6_Tree;lakeside, lakeshore;0.3477;worm fence, snake fence, snake-rail fence, Virginia fence;0.090737;mountain bike, all-terrain bike, off-roader;0.0364824;valley, vale;0.0362974;golf ball;0.0325067
15.40060493389749_100.1578921065457_60_2013-09_5_SignSymbol;lakeside, lakeshore;0.168491;rapeseed;0.0662125;worm fence, snake fence, snake-rail fence, Virginia fence;0.0645309;hartebeest;0.0559697;apiary, bee house;0.027184899999999998
15.39778942580405_100.1607661999105_120_2013-09_5_Tree;lakeside, lakeshore;0.328665;promontory, headland, head, foreland;0.0646827;valley, vale;0.058867499999999996;seashore, coast, seacoast, sea-coast;0.033555400000000006;mountain bike, all-terrain bike, off-roader;0.0233739
15.38387157581406_100.1506059146679_300_2013-07_7_SignSymbol;lakeside, lakeshore;0.222518;bicycle-built-for-two, tandem bicycle, tandem;0.030499400000000003;mobile home, manufactured home;0.029689099999999996;unicycle, monocycle;0.0265668;oxcart;0.0256377
15.37854655019533_100.1630508621637_240_2013-09_5_Road;lakeside, lakeshore;0.250533;valley, vale;0.08723049999999999;thatch, thatched roof;0.0813985;mountain bike, all-terrain bike, off-roader;0.0619605;seashore, coast, seacoast, sea-coast;0.0457243
15.37853437002543_100.1654552708796_180_2013-09_6_SignSymbol;lakeside, lakeshore;0.495;valley, vale;0.30877899999999997;worm fence, snake fence, snake-rail fence, Virginia fence;0.0229152;sandbar, sand bar;0.0135845;promontory, headland, head, foreland;0.00827667
15.37584476723249_100.1612115932029_240_2013-09_8_SignSymbol;lakeside, lakeshore;0.410584;worm fence, snake fence, snake-rail fence, Virginia fence;0.0985813;patio, terrace;0.0932064;valley, vale;0.0892325;stone wall;0.0380674
15.38207965704545_100.1512157151918_180_2013-07_7_SignSymbol;lakeside, lakeshore;0.175553;worm fence, snake fence, snake-rail fence, Virginia fence;0.106768;valley, vale;0.0578614;mobile home, manufactured home;0.028162;seashore, coast, seacoast, sea-coast;0.0225892
15.38395461611603_100.1633844426873_120_2013-09_6_SignSymbol;lakeside, lakeshore;0.623805;seashore, coast, seacoast, sea-coast;0.047844300000000006;promontory, headland, head, foreland;0.026149900000000004;valley, vale;0.02329;patio, terrace;0.021522799999999998
15.38856726744349_100.1492915270455_60_2016-10_7_Tree;lakeside, lakeshore;0.314037;seashore, coast, seacoast, sea-coast;0.06187190000000001;mobile home, manufactured home;0.0346914;oxcart;0.0205368;worm fence, snake fence, snake-rail fence, Virginia fence;0.0192951
15.37584476723249_100.1612115932029_180_2013-09_7_Road;lakeside, lakeshore;0.181972;oxcart;0.107742;horse cart, horse-cart;0.07886080000000001;mountain bike, all-terrain bike, off-roader;0.0573947;bicycle-built-for-two, tandem bicycle, tandem;0.0492225
15.37988442508588_100.1519627544599_180_2013-07_8_Tree;lakeside, lakeshore;0.187086;valley, vale;0.16988499999999998;promontory, headland, head, foreland;0.168708;seashore, coast, seacoast, sea-coast;0.0362608;worm fence, snake fence, snake-rail fence, Virginia fence;0.0321301
15.37820231381874_100.1681486045095_180_2013-09_9_Pavement;lakeside, lakeshore;0.21976700000000002;valley, vale;0.06643099999999999;tench, Tinca tinca;0.050242400000000006;boathouse;0.044041699999999996;dam, dike, dyke;0.0325284
15.38158436038527_100.1636965683398_0_2013-09_6_Road;lakeside, lakeshore;0.21809299999999998;worm fence, snake fence, snake-rail fence, Virginia fence;0.09603869999999999;valley, vale;0.0747169;oxcart;0.0489506;seashore, coast, seacoast, sea-coast;0.0445722
15.3877281060513_100.1628893749949_300_2013-09_5_Tree;lakeside, lakeshore;0.21038;valley, vale;0.0658751;maze, labyrinth;0.0413274;worm fence, snake fence, snake-rail fence, Virginia fence;0.0346017;mountain bike, all-terrain bike, off-roader;0.0264147
15.38916610781019_100.1488056605767_300_2013-07_7_SignSymbol;lakeside, lakeshore;0.304626;mobile home, manufactured home;0.0575321;seashore, coast, seacoast, sea-coast;0.0544365;bicycle-built-for-two, tandem bicycle, tandem;0.0399254;oxcart;0.0391474
15.38857017531025_100.1627626709211_120_2013-09_7_Tree;lakeside, lakeshore;0.269356;worm fence, snake fence, snake-rail fence, Virginia fence;0.055365099999999993;golf ball;0.0514872;seashore, coast, seacoast, sea-coast;0.040131900000000005;radio telescope, radio reflector;0.032380599999999995
15.4017574589887_100.156762063509_120_2013-09_7_Road;lakeside, lakeshore;0.192934;seashore, coast, seacoast, sea-coast;0.129269;worm fence, snake fence, snake-rail fence, Virginia fence;0.1066;valley, vale;0.0860388;mountain bike, all-terrain bike, off-roader;0.0292098
15.3877281060513_100.1628893749949_120_2013-09_6_Tree;lakeside, lakeshore;0.164161;valley, vale;0.0916857;promontory, headland, head, foreland;0.0389295;worm fence, snake fence, snake-rail fence, Virginia fence;0.0376193;apiary, bee house;0.031106900000000003
15.38395461611603_100.1633844426873_60_2013-09_6_SignSymbol;lakeside, lakeshore;0.693203;mobile home, manufactured home;0.0537443;worm fence, snake fence, snake-rail fence, Virginia fence;0.0367475;seashore, coast, seacoast, sea-coast;0.0188742;park bench;0.0163299
15.3895114262352_100.1626330846752_240_2013-09_7_Tree;lakeside, lakeshore;0.194985;valley, vale;0.193009;seashore, coast, seacoast, sea-coast;0.15591300000000002;sandbar, sand bar;0.11901300000000001;promontory, headland, head, foreland;0.06554589999999999
15.39407316563496_100.1620366648801_300_2013-09_8_Pavement;lakeside, lakeshore;0.16161199999999998;mountain bike, all-terrain bike, off-roader;0.154683;seashore, coast, seacoast, sea-coast;0.08719099999999999;oxcart;0.08551669999999999;alp;0.0447269
15.38315418585631_100.1634914957246_300_2013-09_7_Pavement;lakeside, lakeshore;0.151836;sandbar, sand bar;0.09148099999999999;valley, vale;0.06608889999999999;seashore, coast, seacoast, sea-coast;0.05682090000000001;worm fence, snake fence, snake-rail fence, Virginia fence;0.044721300000000005
15.37905203203129_100.1522475398446_300_2013-07_7_SignSymbol;lakeside, lakeshore;0.167831;oxcart;0.0686916;bicycle-built-for-two, tandem bicycle, tandem;0.03354;valley, vale;0.032502800000000005;unicycle, monocycle;0.0323916
15.37803305245586_100.1695462175645_0_2013-09_11_Pedestrian;lakeside, lakeshore;0.245243;black stork, Ciconia nigra;0.0625767;American egret, great white heron, Egretta albus;0.0435102;hare;0.0374032;hippopotamus, hippo, river horse, Hippopotamus amphibius;0.0211113
15.38158436038527_100.1636965683398_120_2013-09_5_Tree;lakeside, lakeshore;0.202285;worm fence, snake fence, snake-rail fence, Virginia fence;0.0855603;golfcart, golf cart;0.06928569999999999;park bench;0.034832999999999996;stone wall;0.0290501
15.38203756895384_100.1636399994293_180_2013-09_7_SignSymbol;lakeside, lakeshore;0.156103;mountain bike, all-terrain bike, off-roader;0.144225;worm fence, snake fence, snake-rail fence, Virginia fence;0.0443966;valley, vale;0.037935500000000004;megalith, megalithic structure;0.030929900000000003
15.38877604048507_100.1489413991554_300_2013-07_6_Tree;lakeside, lakeshore;0.219036;worm fence, snake fence, snake-rail fence, Virginia fence;0.0747358;maze, labyrinth;0.05369209999999999;mobile home, manufactured home;0.032817400000000004;golf ball;0.028754200000000004
15.38158436038527_100.1636965683398_60_2013-09_7_Tree;lakeside, lakeshore;0.427245;park bench;0.0384894;worm fence, snake fence, snake-rail fence, Virginia fence;0.0354031;stone wall;0.0187435;gazelle;0.017950599999999997
15.37854655019533_100.1630508621637_0_2013-09_7_Tree;lakeside, lakeshore;0.22489800000000001;seashore, coast, seacoast, sea-coast;0.129643;valley, vale;0.0682985;worm fence, snake fence, snake-rail fence, Virginia fence;0.06750310000000001;promontory, headland, head, foreland;0.0641607
15.38856726744349_100.1492915270455_60_2016-10_8_Tree;lakeside, lakeshore;0.176653;seashore, coast, seacoast, sea-coast;0.10408099999999999;valley, vale;0.062323800000000006;pole;0.034194300000000004;promontory, headland, head, foreland;0.030841399999999998
